City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Evensk,61.95,159.2333,40.77,71,5,6.2,RU,2022-05-13 00:46:51
292,Braedstrup,55.9708,9.6085,46.63,96,100,9.1,DK,2022-05-13 00:46:52
293,Altamont,42.2068,-121.7372,51.78,58,100,17.27,US,2022-05-13 00:46:52
294,Gillette,44.2911,-105.5022,42.94,94,100,24.16,US,2022-05-13 00:44:27
295,Flinders,-34.5833,150.8552,68.38,89,100,5.99,AU,2022-05-13 00:44:18
296,Lethem,3.3803,-59.7968,78.78,80,100,10.4,GY,2022-05-13 00:46:54
297,Tabou,4.423,-7.3528,78.64,86,80,3.27,CI,2022-05-13 00:46:54
298,Carupano,10.6678,-63.2585,77.85,86,40,11.18,VE,2022-05-13 00:46:55
299,Fairmont,39.4851,-80.1426,74.32,70,34,5.91,US,2022-05-13 00:46:55
300,Luderitz,-26.6481,15.1594,54.88,76,100,11.1,NA,2022-05-13 00:46:56
301,Ambon,-3.6954,128.1814,86.14,70,40,2.3,ID,2022-05-13 00:46:49
302,Bara,10.3744,10.7288,84.67,55,9,11.43,NG,2022-05-13 00:46:22
303,Mongo,12.1844,18.693,92.19,35,90,12.73,TD,2022-05-13 00:46:57
304,Whitehorse,60.7161,-135.0538,52.57,32,75,10.36,CA,2022-05-13 00:46:57
305,Ribeira Grande,38.5167,-28.7,61.34,69,71,12.35,PT,2022-05-13 00:42:31
306,Goundam,16.4145,-3.6708,87.3,7,100,9.71,ML,2022-05-13 00:46:58
307,Geraldton,-28.7667,114.6,57.61,88,75,8.05,AU,2022-05-13 00:46:59
308,Broome,42.2506,-75.833,75.58,49,0,10.36,US,2022-05-13 00:43:28
309,Ino,33.55,133.4333,69.33,98,100,1.5,JP,2022-05-13 00:47:00
310,Kavaratti,10.5669,72.642,83.77,75,100,14.09,IN,2022-05-13 00:47:00
311,Solwezi,-12.1688,26.3894,55.8,77,0,3.8,ZM,2022-05-13 00:47:01
312,Xining,36.6167,101.7667,41.49,83,100,5.97,CN,2022-05-13 00:47:02
313,Vardo,70.3705,31.1107,33.78,80,75,13.8,NO,2022-05-13 00:47:02
314,Cabo San Lucas,22.8909,-109.9124,90.61,56,47,8.41,MX,2022-05-13 00:43:31
315,Agapovka,53.2973,59.1348,40.21,82,100,9.66,RU,2022-05-13 00:47:03
316,Konstantinovskiy,57.8301,39.5899,49.71,88,100,18.37,RU,2022-05-13 00:47:04
317,Voitsberg,47.0333,15.15,61.59,64,86,3.94,AT,2022-05-13 00:47:04
318,Baherden,38.4362,57.4316,66.29,64,100,8.72,TM,2022-05-13 00:47:05
319,Alofi,-19.0595,-169.9187,78.69,83,100,8.05,NU,2022-05-13 00:47:05
320,Chepen,-7.2167,-79.45,68.56,75,91,4.88,PE,2022-05-13 00:48:06
321,Pangnirtung,66.1451,-65.7125,9.55,89,9,5.99,CA,2022-05-13 00:48:07
322,Salisbury,51.0693,-1.7957,52.09,81,75,10.36,GB,2022-05-13 00:45:07
323,Tual,-5.6667,132.75,84.24,71,71,5.3,ID,2022-05-13 00:48:08
324,Kamenka,51.3223,42.7678,55.11,86,100,20.38,RU,2022-05-13 00:48:08
325,Savannah Bight,16.45,-85.85,81.48,63,0,12.26,HN,2022-05-13 00:48:09
326,Belyy Yar,53.6039,91.3903,48.09,43,0,2.24,RU,2022-05-13 00:48:09
327,Sao Raimundo Nonato,-9.0153,-42.6994,74.71,53,60,0.63,BR,2022-05-13 00:47:12
328,Awbari,26.5921,12.7805,63.95,42,0,8.59,LY,2022-05-13 00:48:10
329,Tilichiki,60.4667,166.1,37.85,77,100,3.09,RU,2022-05-13 00:48:11
330,Maridi,4.9158,29.4742,67.33,82,99,3.15,SS,2022-05-13 00:48:12
331,Nakhon Phanom,17.3333,104.4167,78.6,94,100,3.74,TH,2022-05-13 00:48:12
332,Guacimo,10.2104,-83.6807,74.05,98,92,2.86,CR,2022-05-13 00:48:13
333,Uray,60.1247,64.7758,48.76,63,87,5.3,RU,2022-05-13 00:48:13
334,Carballo,43.213,-8.691,57.87,88,99,4.29,ES,2022-05-13 00:48:14
335,Grindavik,63.8424,-22.4338,36.07,75,20,18.41,IS,2022-05-13 00:48:15
336,Winkler,49.1817,-97.941,64.36,67,100,17.27,CA,2022-05-13 00:45:27
337,Coro,11.4045,-69.6734,80.35,82,100,15.05,VE,2022-05-13 00:48:15
338,Mount Isa,-20.7333,139.5,69.57,60,0,8.05,AU,2022-05-13 00:48:16
339,Parintins,-2.6283,-56.7358,74.84,96,65,3.09,BR,2022-05-13 00:48:17
340,Marovoay,-16.1,46.6333,71.02,85,24,3.87,MG,2022-05-13 00:48:17
341,Mollendo,-17.0231,-72.0147,64.62,85,57,4.83,PE,2022-05-13 00:48:18
342,Scottsboro,34.6723,-86.0341,79.3,64,0,0.0,US,2022-05-13 00:48:18
343,Bida,9.0833,6.0167,79.65,71,100,2.66,NG,2022-05-13 00:48:19
344,Inyonga,-6.7167,32.0667,63.93,72,100,4.99,TZ,2022-05-13 00:48:19
345,Garden City,42.3256,-83.331,82.65,29,40,10.36,US,2022-05-13 00:47:56
346,Ambilobe,-13.2,49.05,69.01,93,2,3.44,MG,2022-05-13 00:48:20
347,Naze,28.3667,129.4833,70.72,83,100,21.81,JP,2022-05-13 00:48:21
348,Oum Hadjer,13.2954,19.6966,92.8,25,0,9.26,TD,2022-05-13 00:48:22
349,Bambanglipuro,-7.95,110.2833,82.02,81,32,2.21,ID,2022-05-13 00:48:22
350,Puerto Escondido,15.85,-97.0667,85.05,66,7,4.07,MX,2022-05-13 00:48:23
351,Avera,33.194,-82.5271,68.92,89,44,8.5,US,2022-05-13 00:48:23
352,Cap Malheureux,-19.9842,57.6142,72.46,82,16,3.0,MU,2022-05-13 00:48:24
353,Tiksi,71.6872,128.8694,19.45,82,93,11.81,RU,2022-05-13 00:48:24
354,Buala,-8.145,159.5921,85.66,65,73,2.24,SB,2022-05-13 00:43:31
355,Camalu,30.85,-116.0667,69.15,41,32,11.45,MX,2022-05-13 00:48:25
356,Mulki,13.1,74.8,76.28,94,75,3.44,IN,2022-05-13 00:48:26
357,La Ronge,55.1001,-105.2842,61.05,29,20,9.22,CA,2022-05-13 00:48:26
358,Gigmoto,13.7796,124.39,85.77,70,90,8.25,PH,2022-05-13 00:48:14
359,Axim,4.8699,-2.2405,79.99,83,100,5.91,GH,2022-05-13 00:48:27
360,Pescara,42.3333,13.95,61.9,70,10,6.98,IT,2022-05-13 00:48:28
361,Lucapa,-8.4192,20.7447,69.75,68,43,1.86,AO,2022-05-13 00:48:29
362,Mabamba,-3.5983,30.5019,62.1,90,89,1.41,TZ,2022-05-13 00:48:30
363,Pyapon,16.2833,95.6833,84.36,74,19,3.44,MM,2022-05-13 00:48:30
364,Sembe,1.6481,14.5806,71.62,86,76,1.03,CG,2022-05-13 00:48:31
365,Guane,22.2025,-84.0875,74.5,66,86,4.81,CU,2022-05-13 00:49:31
366,West Wendover,40.7391,-114.0733,59.09,23,100,10.47,US,2022-05-13 00:49:32
367,Berlevag,70.8578,29.0864,35.55,80,100,10.36,NO,2022-05-13 00:49:33
368,Sao Joao Da Barra,-21.6403,-41.0511,72.68,80,94,11.21,BR,2022-05-13 00:49:33
369,Umba,66.6871,34.3429,37.89,96,64,2.98,RU,2022-05-13 00:49:34
370,Severo-Kurilsk,50.6789,156.125,41.52,89,88,5.08,RU,2022-05-13 00:49:34
371,Barentu,15.1139,37.5928,80.38,26,0,3.89,ER,2022-05-13 00:49:35
372,Vila Do Maio,15.1333,-23.2167,79.59,89,100,17.76,CV,2022-05-13 00:49:36
373,Calatayud,41.3535,-1.6432,61.93,57,92,1.03,ES,2022-05-13 00:49:36
374,Inongo,-1.95,18.2667,70.18,95,79,3.47,CD,2022-05-13 00:49:41
375,Pangody,65.85,74.4859,39.24,98,92,9.46,RU,2022-05-13 00:49:42
376,Acapulco,16.8634,-99.8901,84.22,70,6,6.71,MX,2022-05-13 00:49:09
377,Meulaboh,4.1363,96.1285,79.12,84,99,4.12,ID,2022-05-13 00:49:43
378,Bambari,5.768,20.6757,71.46,97,100,3.02,CF,2022-05-13 00:49:43
379,Fortuna,40.5982,-124.1573,57.92,68,100,5.75,US,2022-05-13 00:49:38
380,Gimli,50.6336,-96.9907,41.02,81,100,10.36,CA,2022-05-13 00:49:44
381,Dawei,14.0833,98.2,78.71,92,100,2.57,MM,2022-05-13 00:49:44
382,Fort Nelson,58.8053,-122.7002,58.59,33,75,2.3,CA,2022-05-13 00:49:45
383,Baculin,7.4525,126.5842,84.6,67,100,2.8,PH,2022-05-13 00:49:46
384,Asau,46.4333,26.4,56.32,86,3,5.88,RO,2022-05-13 00:45:48
385,Upernavik,72.7868,-56.1549,8.98,92,31,5.28,GL,2022-05-13 00:49:47
386,Ornskoldsvik,63.2909,18.7153,41.95,81,12,9.22,SE,2022-05-13 00:49:47
387,Nizhnyaya Omka,55.4338,74.9426,57.0,53,41,1.57,RU,2022-05-13 00:49:48
388,Araouane,18.9048,-3.5265,85.5,9,11,13.62,ML,2022-05-13 00:49:51
389,Humaita,-7.5061,-63.0208,80.46,68,100,2.24,BR,2022-05-13 00:49:52
390,Lata,40.1629,-8.3327,57.0,67,42,1.74,PT,2022-05-13 00:49:52
391,Port Moresby,-9.4431,147.1797,74.62,100,100,11.5,PG,2022-05-13 00:49:53
392,Lagoa,39.05,-27.9833,59.67,72,13,15.26,PT,2022-05-13 00:49:54
393,Saskylakh,71.9167,114.0833,16.07,90,68,17.02,RU,2022-05-13 00:49:54
394,Arica,-18.475,-70.3042,63.95,72,0,5.75,CL,2022-05-13 00:47:37
395,Borsa,47.6553,24.6633,55.26,94,15,1.59,RO,2022-05-13 00:49:55
396,Arlit,18.7369,7.3853,85.82,14,0,8.46,NE,2022-05-13 00:49:56
397,Balkanabat,39.5108,54.3671,63.12,62,97,1.95,TM,2022-05-13 00:49:56
398,Wakkanai,45.4094,141.6739,51.78,82,75,4.61,JP,2022-05-13 00:49:57
399,Quthing,-30.4,27.7003,47.75,43,0,1.9,LS,2022-05-13 00:49:57
400,Zelenoborskiy,66.845,32.3622,38.14,98,91,1.72,RU,2022-05-13 00:49:58
401,Ginir,7.1333,40.7,55.9,84,83,3.8,ET,2022-05-13 00:49:59
402,Kahului,20.8947,-156.47,86.02,42,40,24.16,US,2022-05-13 00:49:59
403,Poum,-20.2333,164.0167,76.91,72,100,33.49,NC,2022-05-13 00:50:00
404,Tansen,27.8673,83.5467,67.33,73,3,3.13,NP,2022-05-13 00:50:01
405,Rognan,67.0953,15.3878,42.94,91,100,5.44,NO,2022-05-13 00:50:02
406,Egvekinot,66.3167,-179.1667,27.32,89,88,1.72,RU,2022-05-13 00:50:02
407,Mzimba,-11.9,33.6,57.15,79,2,7.18,MW,2022-05-13 00:50:03
408,Rafaela,-31.2503,-61.4867,56.98,55,100,1.99,AR,2022-05-13 00:50:03
409,Tuy Hoa,13.0833,109.3,86.52,66,98,6.6,VN,2022-05-13 00:49:54
410,Kwinana,-32.25,115.7667,58.93,83,88,5.01,AU,2022-05-13 00:50:04
411,Sechura,-5.5569,-80.8222,67.48,79,14,14.65,PE,2022-05-13 00:50:04
412,Bagdarin,54.4333,113.6,49.3,42,32,10.45,RU,2022-05-13 00:51:05
413,Koslan,63.4564,48.8989,43.43,82,100,9.13,RU,2022-05-13 00:51:06
414,Broken Hill,-31.95,141.4333,64.42,63,38,7.18,AU,2022-05-13 00:51:06
415,Benicarlo,40.4165,0.4271,63.9,67,100,3.0,ES,2022-05-13 00:46:21
416,Iguatemi,-23.6803,-54.5611,58.15,87,0,2.71,BR,2022-05-13 00:51:08
417,Gat,31.61,34.7642,67.41,64,0,6.15,IL,2022-05-13 00:51:09
418,Westport,41.1415,-73.3579,67.28,88,0,11.5,US,2022-05-13 00:49:00
419,Oranjestad,12.524,-70.027,80.55,83,20,19.57,AW,2022-05-13 00:50:05
420,Kant,27.8,79.8,87.53,45,0,6.98,IN,2022-05-13 00:51:11
421,Karachi,24.9056,67.0822,84.02,54,5,9.22,PK,2022-05-13 00:48:01
422,Luwuk,-0.9516,122.7875,82.85,83,100,1.12,ID,2022-05-13 00:51:12
423,North Port,27.0442,-82.2359,78.98,62,100,9.19,US,2022-05-13 00:48:05
424,Tomatlan,19.9333,-105.25,82.76,54,100,5.37,MX,2022-05-13 00:51:13
425,Clonakilty,51.6231,-8.8706,51.01,85,100,19.84,IE,2022-05-13 00:51:14
426,Paravur,8.7833,76.7,77.02,90,33,5.48,IN,2022-05-13 00:51:14
427,Umm Kaddadah,13.6017,26.6876,76.1,64,100,9.31,SD,2022-05-13 00:51:15
428,Porto Santo,33.072,-16.3415,64.78,82,20,9.22,PT,2022-05-13 00:51:17
429,Dashitou,43.3067,128.5114,56.55,27,8,6.98,CN,2022-05-13 00:51:18
430,Guaruja,-23.9931,-46.2564,69.89,26,100,4.72,BR,2022-05-13 00:51:20
431,Rio Gallegos,-51.6226,-69.2181,42.85,93,100,8.05,AR,2022-05-13 00:51:22
432,Los Llanos De Aridane,28.6585,-17.9182,64.15,87,100,4.61,ES,2022-05-13 00:51:22
433,Richmond,37.5538,-77.4603,65.28,92,100,12.66,US,2022-05-13 00:50:46
434,Vysokaya Gora,55.9128,49.3017,39.38,91,27,4.65,RU,2022-05-13 00:51:23
435,Haguenau,48.8156,7.7905,64.49,91,100,4.79,FR,2022-05-13 00:51:24
436,Adelaide,-34.9333,138.6,70.2,66,75,12.66,AU,2022-05-13 00:48:36
437,Leningradskiy,69.3833,178.4167,29.73,71,16,7.65,RU,2022-05-13 00:51:25
438,Asyut,27.181,31.1837,75.38,22,0,6.46,EG,2022-05-13 00:51:26
439,Gazanjyk,39.2446,55.5154,63.68,59,100,9.24,TM,2022-05-13 00:51:26
440,Suez,29.9737,32.5263,65.37,64,5,11.36,EG,2022-05-13 00:50:49
441,Atbasar,51.8,68.3333,52.56,44,25,6.62,KZ,2022-05-13 00:51:27
442,Polyarnyy,69.1989,33.4478,40.95,83,38,6.38,RU,2022-05-13 00:51:28
443,Ilulissat,69.2167,-51.1,10.98,92,47,5.44,GL,2022-05-13 00:51:29
444,Palmer,42.1584,-72.3287,76.6,50,40,5.75,US,2022-05-13 00:51:30
445,Praia Da Vitoria,38.7333,-27.0667,61.05,77,75,10.96,PT,2022-05-13 00:49:14
446,Opuwo,-18.0607,13.84,59.79,30,0,2.28,NA,2022-05-13 00:51:31
447,Batemans Bay,-35.7167,150.1833,67.55,86,98,3.4,AU,2022-05-13 00:51:31
448,Yerbogachen,61.2767,108.0108,50.61,69,100,7.81,RU,2022-05-13 00:51:33
449,Boa Vista,2.8197,-60.6733,82.38,74,0,4.61,BR,2022-05-13 00:51:33
450,Selvik,59.5689,10.2583,48.87,62,100,3.69,NO,2022-05-13 00:51:34
451,De Aar,-30.6497,24.0123,51.98,30,0,2.59,ZA,2022-05-13 00:51:34
452,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.26,97,93,3.09,BR,2022-05-13 00:51:35
453,Gushikawa,26.3544,127.8686,78.8,92,20,12.66,JP,2022-05-13 00:51:35
454,Yajalon,17.2333,-92.3333,71.1,71,0,2.15,MX,2022-05-13 00:51:36
455,Kharan,28.5833,65.4167,82.69,9,0,4.09,PK,2022-05-13 00:51:36
456,Khovu-Aksy,51.1333,93.6,47.37,24,0,2.59,RU,2022-05-13 00:51:37
457,Nicoya,10.1483,-85.452,79.3,82,86,2.1,CR,2022-05-13 00:52:38
458,Esmeraldas,-19.7625,-44.3139,72.64,68,79,2.66,BR,2022-05-13 00:52:38
459,Kloulklubed,7.0419,134.2556,84.31,77,98,12.37,PW,2022-05-13 00:52:39
460,Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,76,75,6.71,RU,2022-05-13 00:52:40
461,Dubbo,-32.25,148.6167,69.93,78,100,11.5,AU,2022-05-13 00:52:40
462,Kysyl-Syr,63.8986,122.7617,39.7,91,100,5.59,RU,2022-05-13 00:52:41
463,Gari,59.4307,62.3497,49.19,66,100,5.66,RU,2022-05-13 00:52:42
464,San Cristobal,7.7669,-72.225,71.78,92,85,2.91,VE,2022-05-13 00:52:42
465,Bachaquero,9.9694,-71.1494,81.86,80,100,7.02,VE,2022-05-13 00:52:43
466,Bom Jardim,-7.7958,-35.5872,70.99,97,62,3.42,BR,2022-05-13 00:52:43
467,College,64.8569,-147.8028,41.07,91,100,6.91,US,2022-05-13 00:52:44
468,Kieta,-6.2167,155.6333,84.88,68,29,4.29,PG,2022-05-13 00:52:44
469,Najran,17.4924,44.1277,77.65,19,5,1.5,SA,2022-05-13 00:52:45
470,Lardos,36.0942,28.0157,64.22,61,100,4.61,GR,2022-05-13 00:52:46
471,Kapoeta,4.7717,33.5903,75.36,70,96,4.68,SS,2022-05-13 00:52:47
472,Yamada,39.4667,141.95,64.2,82,100,11.61,JP,2022-05-13 00:52:47
473,Raga,8.4596,25.678,71.31,82,100,4.79,SS,2022-05-13 00:52:48
474,Vaida,59.2906,24.9658,48.13,71,0,16.11,EE,2022-05-13 00:52:48
475,Immokalee,26.4187,-81.4173,75.2,73,100,0.0,US,2022-05-13 00:52:49
476,Hervey Bay,-25.2986,152.8535,71.02,96,100,5.99,AU,2022-05-13 00:52:49
477,Aksarayskiy,46.7924,48.0119,54.34,67,100,14.12,RU,2022-05-13 00:52:50
478,Tura,25.5198,90.2201,74.48,92,85,6.91,IN,2022-05-13 00:52:51
479,Haicheng,40.8516,122.7475,61.38,32,74,7.29,CN,2022-05-13 00:52:52
480,Vestmannaeyjar,63.4427,-20.2734,38.35,64,3,20.8,IS,2022-05-13 00:52:52
481,Salta,-24.7859,-65.4117,60.58,79,100,2.3,AR,2022-05-13 00:52:53
482,Cayenne,4.9333,-52.3333,82.09,14,75,5.75,GF,2022-05-13 00:50:22
483,Alampur,15.8833,78.15,82.2,64,100,10.49,IN,2022-05-13 00:52:53
484,Bonavista,48.6499,-53.1147,36.93,86,7,9.24,CA,2022-05-13 00:52:54
485,Waghai,20.7667,73.4833,80.19,80,83,7.25,IN,2022-05-13 00:52:55
486,Tuatapere,-46.1333,167.6833,56.14,69,100,4.63,NZ,2022-05-13 00:52:55
487,Tsaratanana,-16.7833,47.65,66.69,83,0,7.56,MG,2022-05-13 00:52:56
488,Northam,51.0333,-4.2167,52.61,90,100,16.33,GB,2022-05-13 00:52:56
489,Lompoc,34.6391,-120.4579,77.77,57,0,27.0,US,2022-05-13 00:52:57
490,Qarchi Gak,37.04,66.7889,72.25,35,1,7.05,AF,2022-05-13 00:52:57
491,Kanniyakumari,8.0833,77.5667,80.46,82,83,17.16,IN,2022-05-13 00:52:59
492,Drumnadrochit,57.3344,-4.4799,48.61,95,100,8.75,GB,2022-05-13 00:53:00
493,Hovd,48.0056,91.6419,46.15,18,0,1.92,MN,2022-05-13 00:53:00
494,Leczna,51.3012,22.8814,48.94,93,0,1.14,PL,2022-05-13 00:53:01
495,Quang Ngai,15.1167,108.8,84.87,66,100,4.03,VN,2022-05-13 00:53:01
496,Acajutla,13.5928,-89.8275,83.19,70,0,4.45,SV,2022-05-13 00:53:02
497,Tessalit,20.1986,1.0114,83.25,10,0,10.42,ML,2022-05-13 00:53:02
498,Voyvozh,62.892,54.9635,41.99,73,9,6.67,RU,2022-05-13 00:53:03
499,Gidole,5.65,37.3667,54.77,85,3,3.69,ET,2022-05-13 00:53:04
500,Nokaneng,-19.6667,22.2667,59.99,26,0,5.75,BW,2022-05-13 00:53:04
501,Tarbagatay,51.4803,107.3602,49.53,41,0,9.04,RU,2022-05-13 00:54:05
502,Tanggu,39.0211,117.6469,62.56,27,79,10.71,CN,2022-05-13 00:54:05
503,Zhigansk,66.7697,123.3711,33.37,82,7,7.92,RU,2022-05-13 00:54:06
504,Loanda,-8.8368,13.2343,74.12,89,55,4.94,AO,2022-05-13 00:54:07
505,Matagami,49.7502,-77.6328,55.51,100,100,9.22,CA,2022-05-13 00:54:07
506,Thomastown,52.5267,-7.1372,51.98,78,100,6.53,IE,2022-05-13 00:54:08
507,Nur,52.6683,22.3221,51.55,69,100,4.72,PL,2022-05-13 00:54:08
508,Port Macquarie,-31.4333,152.9167,72.9,94,75,4.61,AU,2022-05-13 00:54:09
509,Rundu,-17.9333,19.7667,55.98,36,0,4.23,NA,2022-05-13 00:54:09
510,Masallatah,32.6167,14.0,59.22,79,37,4.16,LY,2022-05-13 00:54:10
511,Brzesko,49.9691,20.6061,59.59,70,100,1.34,PL,2022-05-13 00:54:10
512,Tiznit,29.5833,-9.5,66.49,67,49,1.88,MA,2022-05-13 00:54:11
513,Morant Bay,17.8815,-76.4093,82.02,86,72,11.81,JM,2022-05-13 00:54:12
514,Peleduy,59.6289,112.7406,52.12,77,68,4.79,RU,2022-05-13 00:54:12
515,Sola,-13.8833,167.55,84.87,74,75,0.0,VU,2022-05-13 00:54:13
516,Yongan,39.6957,113.6871,45.45,25,0,19.01,CN,2022-05-13 00:54:14
517,Mocuba,-16.8392,36.9856,64.29,98,7,1.66,MZ,2022-05-13 00:54:14
518,Jasper,37.2001,-94.3502,84.11,80,1,10.65,US,2022-05-13 00:54:15
519,Hami,42.8,93.45,62.6,18,100,22.57,CN,2022-05-13 00:54:15
520,Honningsvag,70.9821,25.9704,35.35,93,75,17.27,NO,2022-05-13 00:54:16
521,Sept-Iles,50.2001,-66.3821,55.92,57,100,2.3,CA,2022-05-13 00:54:16
522,Ullapool,57.8987,-5.1604,49.35,91,100,17.16,GB,2022-05-13 00:54:17
523,Fairbanks,64.8378,-147.7164,41.09,91,100,6.91,US,2022-05-13 00:50:03
524,Alyangula,-13.8483,136.4192,83.25,55,3,11.1,AU,2022-05-13 00:54:18
525,Togul,53.465,85.9128,57.07,38,3,4.9,RU,2022-05-13 00:54:18
526,Iqaluit,63.7506,-68.5145,20.93,79,40,11.5,CA,2022-05-13 00:54:19
527,Suda,59.1525,37.5582,44.67,87,100,12.88,RU,2022-05-13 00:54:19
528,Cervo,43.6702,-7.4101,58.96,92,100,14.18,ES,2022-05-13 00:54:20
529,Manzhouli,49.6,117.4333,42.55,39,68,13.4,CN,2022-05-13 00:54:20
530,Taltal,-25.4,-70.4833,59.59,82,47,1.74,CL,2022-05-13 00:54:21
531,Laguna,38.421,-121.4238,74.95,33,0,6.91,US,2022-05-13 00:54:21
532,Jiaojiang,28.6803,121.4428,69.01,97,100,4.16,CN,2022-05-13 00:54:22
533,Harnosand,62.6323,17.9379,42.82,77,23,14.27,SE,2022-05-13 00:54:23
534,Vila Franca Do Campo,37.7167,-25.4333,61.2,82,97,7.61,PT,2022-05-13 00:54:23
535,Dresden,51.0509,13.7383,60.26,75,0,1.14,DE,2022-05-13 00:54:24
536,Port Hedland,-20.3167,118.5667,80.65,74,75,3.44,AU,2022-05-13 00:54:25
537,Poso,-1.3959,120.7524,78.64,86,100,4.27,ID,2022-05-13 00:54:26
538,Vao,-22.6667,167.4833,72.88,65,100,25.41,NC,2022-05-13 00:54:27
539,Burns Lake,54.2331,-125.7533,42.22,59,100,3.38,CA,2022-05-13 00:50:05
540,Sicamous,50.8331,-118.9856,61.77,76,100,3.49,CA,2022-05-13 00:53:34
541,Urzhum,57.1141,49.9996,39.15,96,3,6.51,RU,2022-05-13 00:54:29
542,Huilong,31.8111,121.655,60.93,92,100,12.17,CN,2022-05-13 00:54:31
543,Emirdag,39.0197,31.15,51.55,48,1,1.41,TR,2022-05-13 00:54:31
544,Wad Madani,14.4012,33.5199,92.43,19,8,7.25,SD,2022-05-13 00:54:33
545,Wanning,18.8003,110.3967,84.78,73,98,8.75,CN,2022-05-13 00:54:34
546,Durango,24.8333,-104.8333,82.35,18,66,2.48,MX,2022-05-13 00:52:46
547,Suzun,53.7841,82.3116,58.3,35,95,2.28,RU,2022-05-13 00:54:35
548,Constitucion,-35.3333,-72.4167,54.1,93,100,6.55,CL,2022-05-13 00:55:36
549,Labuan,5.2767,115.2417,82.76,83,20,1.14,MY,2022-05-13 00:55:36
550,Amapa,1.0,-52.0,71.83,99,31,1.19,BR,2022-05-13 00:55:37
551,La Spezia,44.1105,9.8434,60.58,76,12,3.67,IT,2022-05-13 00:55:37
552,Lahat,-3.8,103.5333,77.07,82,97,1.05,ID,2022-05-13 00:55:38
553,Kajaani,64.2273,27.7285,41.05,100,75,2.3,FI,2022-05-13 00:55:39
554,Ormara,25.2088,64.6357,84.42,58,76,15.61,PK,2022-05-13 00:55:39
555,Svetlogorsk,52.6333,29.7333,45.93,76,0,9.62,BY,2022-05-13 00:55:40
556,Sangin,32.0728,64.8359,75.94,9,0,6.26,AF,2022-05-13 00:55:41
557,Shimanovsk,52.0,127.7,53.42,33,79,0.78,RU,2022-05-13 00:55:41
558,Sambava,-14.2667,50.1667,72.54,85,8,10.85,MG,2022-05-13 00:55:42
559,Ugoofaaru,5.6667,73.0,83.61,78,100,21.21,MV,2022-05-13 00:55:42
560,Belomorsk,64.5232,34.7668,43.93,88,100,4.94,RU,2022-05-13 00:55:43
561,Tongliao,43.6125,122.2653,56.32,20,0,6.58,CN,2022-05-13 00:55:44
562,Coffs Harbour,-30.3,153.1333,73.36,83,75,18.41,AU,2022-05-13 00:55:44
563,Qasigiannguit,68.8193,-51.1922,9.01,90,17,5.95,GL,2022-05-13 00:55:45
564,Villazon,-22.0866,-65.5942,48.16,16,0,7.0,BO,2022-05-13 00:55:45
565,Zhangjiakou,40.81,114.8794,51.53,23,0,18.54,CN,2022-05-13 00:55:46
566,Kendari,-3.945,122.4989,82.8,81,65,4.05,ID,2022-05-13 00:55:46
567,Caucaia,-3.7361,-38.6531,82.04,79,0,5.75,BR,2022-05-13 00:55:47
568,Davila,18.4726,120.5763,87.78,68,100,8.32,PH,2022-05-13 00:55:48
569,Sanbu,33.4594,119.1453,67.89,51,86,9.04,CN,2022-05-13 00:55:49
570,Stokmarknes,68.5646,14.9108,37.38,93,100,10.36,NO,2022-05-13 00:55:50
571,Mbalmayo,3.5167,11.5,70.12,100,90,2.39,CM,2022-05-13 00:55:50
572,Bambous Virieux,-20.3428,57.7575,72.21,78,78,12.55,MU,2022-05-13 00:55:09
573,Quixada,-4.9714,-39.0153,72.54,96,34,3.62,BR,2022-05-13 00:55:51
574,Boyolangu,-8.1181,111.8935,81.52,81,13,1.86,ID,2022-05-13 00:55:52
575,Sydney,-33.8679,151.2073,66.31,96,100,4.0,AU,2022-05-13 00:55:52
