City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
527,Santa Isabel Do Rio Negro,BR,73.74,light rain,-0.4139,-65.0192,Hotel GSA
529,Virginia Beach,US,74.01,clear sky,36.8529,-75.978,Hilton Virginia Beach Oceanfront
531,Guaruja,BR,66.88,clear sky,-23.9931,-46.2564,Charme Hotel Guarujá
534,Colborne,CA,55.06,clear sky,44.0001,-77.8828,Colborne Guest House
540,Pastavy,BY,40.73,overcast clouds,55.1168,26.8326,Mini gostinitca Shirki
541,La Presa,US,72.34,few clouds,32.7081,-116.9973,Terrace Mobile Home Estates
542,Marsa Matruh,EG,62.8,clear sky,31.3525,27.2453,Beau Site
543,Comodoro Rivadavia,AR,51.66,clear sky,-45.8667,-67.5,Austral Hotel
544,Belyy Yar,RU,65.86,clear sky,53.6039,91.3903,Pasportnyy Stol
545,Guaratinga,BR,71.76,few clouds,-16.5667,-39.5667,Hotel Caraíva
548,Shalinskoye,RU,72.57,broken clouds,55.7228,93.7594,Belaya Sova
549,Polyarnyy,RU,34.61,light snow,69.1989,33.4478,Hotel Tatyana
551,Coihaique,CL,32.61,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
552,Broken Hill,AU,59.56,few clouds,-31.95,141.4333,Royal Exchange Hotel
555,Half Moon Bay,US,72.03,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
556,Jaen,ES,70.16,clear sky,38.0,-3.5,Hotel TRH Baeza
557,Alberdi,AR,51.04,clear sky,-32.8899,-60.6906,Green House.river
559,Saint-Dizier,FR,58.6,overcast clouds,48.4167,5.0833,Le Val du Roy - Chambres d'hôtes
560,Dali,CN,66.52,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
561,Tremedal,BR,70.95,clear sky,-14.9758,-41.4108,Pousada Estillos
562,Dunedin,NZ,57.79,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
563,Delta Del Tigre,UY,57.31,broken clouds,-34.7633,-56.3853,FINCA SUAREZ
565,Bor,RU,46.33,overcast clouds,56.3567,44.0669,Oktyabrskaya Hotel
566,Maua,BR,58.08,clear sky,-23.6678,-46.4614,Hotel Capriccio Mauá
570,Hasaki,JP,72.28,light rain,35.7333,140.8333,Inubosaki Kanko Hotel
571,Tandil,AR,46.69,overcast clouds,-37.3217,-59.1332,Hostal de la Sierra Tandil
572,Kinston,US,71.71,clear sky,35.2627,-77.5816,Hampton Inn Kinston
573,Zlitan,LY,66.18,overcast clouds,32.4674,14.5687,القسم الداخلي للجامعة الأسمرية
574,Erenhot,CN,70.14,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
575,Opunake,NZ,67.84,clear sky,-39.4556,173.8583,Walton Cottage
576,Jacareacanga,BR,73.35,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
578,Westport,US,66.24,clear sky,41.1415,-73.3579,The Westport Inn
579,Namibe,AO,71.71,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
580,Pozo Colorado,PY,48.06,clear sky,-23.4923,-58.7972,Hospedaje La Norteña
582,Hualmay,PE,63.79,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
583,Maraba,BR,73.49,overcast clouds,-5.3686,-49.1178,Hotel Del Principe
584,Khandyga,RU,38.32,light rain,62.6667,135.6,Apel'sin
587,Campbell River,CA,53.6,broken clouds,50.0163,-125.2446,Anchor Inn & Suites
588,Amot,NO,41.7,few clouds,59.5714,7.9877,Groven Camping og Hyttegrend AS
589,Spodnja Idrija,SI,58.89,few clouds,46.0319,14.0272,Hotel Jožef
591,Udachnyy,RU,38.97,clear sky,66.4167,112.4,Severnoye Siyaniye
592,Itupiranga,BR,74.26,light rain,-5.1347,-49.3267,Hotel Panorama
593,Novo Aripuana,BR,73.67,overcast clouds,-5.1206,-60.3797,Hotel Ezequiel
597,Vyselki,RU,50.88,broken clouds,45.5794,39.6597,Дилижанс
598,Gibsons,CA,58.75,overcast clouds,49.3997,-123.5027,Cedars Inn Hotel & Convention Center
600,Vokhma,RU,40.17,overcast clouds,58.9303,46.7586,"Gostinitsa ""Yelki-Palki"""
601,Quirinopolis,BR,51.53,few clouds,-18.4483,-50.4517,Rota Hotéis - Quirinópolis GO
605,Beni Suef,EG,68.02,clear sky,29.0731,31.0979,Jewel Inn Beni Suef
607,Vardo,NO,31.98,broken clouds,70.3705,31.1107,Vardø Hotel AS
608,Piranshahr,IR,50.23,clear sky,36.701,45.1413,مسافر خانه سعدی
610,Shelbyville,US,72.84,clear sky,35.4834,-86.4603,Best Western Shelbyville Inn And Suites Celebration Inn
611,Turek,PL,36.61,clear sky,52.0155,18.5005,Polbau GmbH Sp. z o.o.
613,Agboville,CI,74.7,overcast clouds,5.928,-4.2132,hotel LE PRESTIGE
615,Nantucket,US,61.14,broken clouds,41.2835,-70.0995,Jared Coffin House
616,Nouadhibou,MR,67.98,overcast clouds,20.931,-17.0347,El Medina
617,Aksu,CN,73.54,clear sky,41.1231,80.2644,Pudong Holiday Hotel
618,Gat,IL,68.4,clear sky,31.61,34.7642,OlusHome
619,Albury,AU,57.33,broken clouds,-36.0833,146.9167,Albury Georgian Motel & Suites
621,Reshetikha,RU,46.13,overcast clouds,56.2189,43.2936,"Bol'shaya Medveditsa, Zagorodnyy Klub"
622,Palanga,LT,33.82,clear sky,55.9175,21.0686,"Hotel ""Austėja"""
623,Yuanping,CN,72.63,overcast clouds,38.7153,112.7575,Yuanping Xinghe Guesthouse
624,Dryden,CA,57.49,overcast clouds,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
625,Buin,CL,60.06,clear sky,-33.7333,-70.75,Paihuen
627,Ulaanbaatar,MN,60.93,few clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
629,Turukhansk,RU,48.38,moderate rain,65.8167,87.9833,"ООО ""Туруханская пушнина"""
631,Playas,EC,73.62,broken clouds,-2.6333,-80.3833,Hostal Promenade
632,Beli Potok,RS,61.95,light rain,44.7061,20.5197,Garni hotel „Sučević“
633,Lapithos,CY,61.09,clear sky,35.3375,33.1792,Gillham Luxury Boutique & Vineyard
634,Garden City,US,62.85,scattered clouds,42.3256,-83.331,Big Trees Mobile Home Community
635,Barra Do Garcas,BR,62.4,overcast clouds,-15.89,-52.2567,Pousada Tropical
636,Luga,RU,34.66,broken clouds,58.7372,29.8453,U Lysoy Gory Hotel
637,Kropotkin,RU,50.14,broken clouds,45.4375,40.5756,Hotel Europe Kropotkin
638,Ulfborg,DK,53.96,overcast clouds,56.2673,8.3217,Hedens Bed And Breakfast
639,Luz,BR,52.11,clear sky,-19.8014,-45.6856,Hotel Turista
640,Fureidis,IL,60.15,clear sky,32.5986,34.9558,Elma Arts Complex Luxury Hotel -אלמא מלון ומרכז אמנויות
641,Hearst,CA,52.05,clear sky,49.6835,-83.6665,Companion
642,Bud,US,71.62,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
643,Humaita,BR,70.36,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
644,San Isidro,PE,62.51,mist,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
645,Saint-Pierre,RE,67.68,clear sky,-21.3393,55.4781,Alize Plage
647,Yinchuan,CN,70.45,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
651,Wufeng,CN,47.77,overcast clouds,27.45,104.8333,中山宾馆
652,Chifeng,CN,72.86,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
653,Aklavik,CA,31.95,light snow,68.2191,-135.0107,Aklavik Inn
654,Moron,AR,53.29,overcast clouds,-34.6534,-58.6198,Hotel Morón
657,Vila Velha,BR,73.35,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
658,Kabanjahe,ID,73.09,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
660,Macedonia,US,56.35,broken clouds,41.3137,-81.5085,Hilton Garden Inn Cleveland/Twinsburg
662,Saint-Esteve,FR,67.82,clear sky,42.7131,2.843,Hôtel urban by balladins Perpignan
663,Hyeres,FR,66.42,clear sky,43.1167,6.1167,ibis budget Hyères Centre-Ville
665,Yermish,RU,39.67,scattered clouds,54.7678,42.2711,Zarya
667,Mocuba,MZ,62.29,few clouds,-16.8392,36.9856,Phama Lodge
669,Kemin,KG,65.46,scattered clouds,42.7846,75.6892,Hotel Kok-Oirok
673,Nikolaevo,BG,62.24,overcast clouds,42.6333,25.8,Мотел Ориентал
674,Zelhem,NL,64.02,broken clouds,52.0067,6.3486,Gastenverblijf Eenink
677,Fairbanks,US,57.2,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
679,Tromso,NO,37.42,overcast clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
681,Launceston,AU,54.81,light rain,-41.45,147.1667,Hotel Grand Chancellor Launceston
682,Coahuayana,MX,74.97,few clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
686,Canatlan,MX,63.48,overcast clouds,24.5167,-104.7833,AUTOLAVADO El Negro
687,Aguimes,ES,66.83,broken clouds,27.9054,-15.4461,Hotel Villa de Aguimes
